energy(keV),eff area(cm^2)
7.68000,0.04213449159336384
7.69000,0.04305790479446513
7.70000,0.04399914270064257
7.71000,0.04496054908061532
7.72000,0.04593533470836816
7.73000,0.04692371881299037
7.74000,0.04792560183221467
7.75000,0.04894293918096303
7.76000,0.04998566810608426
7.77000,0.05104253435712527
7.78000,0.05211345900470914
7.79000,0.05319863075506621
7.80000,0.05429803528996412
7.81000,0.05542373046681691
7.82000,0.05656646531907378
7.83000,0.05772400157655614
7.84000,0.05889620147196808
7.85000,0.06008370578007353
7.86000,0.06129504536005176
7.87000,0.06252939990983464
7.88000,0.06377899645968456
7.89000,0.06504411597903516
7.90000,0.06632458470515815
7.91000,0.06762228875501798
7.92000,0.06895005825419014
7.93000,0.07029367012013195
7.94000,0.07165330973364437
7.95000,0.07302886548432140
7.96000,0.07442049586923222
7.97000,0.07584219107573406
7.98000,0.07728482054586827
7.99000,0.07874388783320517
8.00000,0.08021957358889825
8.01000,0.08171091247364656
8.02000,0.08322538172264747
8.03000,0.08477028609726903
8.04000,0.08633239842740197
8.05000,0.08791140425757084
8.06000,0.08950770269096621
8.07000,0.09112098859477520
8.08000,0.09277029010620040
8.09000,0.09444035961833765
8.10000,0.09612801887383413
8.11000,0.09783344205985944
8.12000,0.09955711764361976
8.13000,0.1013062443499316
8.14000,0.1030885123843373
8.15000,0.1048889025679169
8.16000,0.1067073372916508
8.17000,0.1085439512965942
8.18000,0.1103986099522915
8.19000,0.1122923822653601
8.20000,0.1142097556466628
8.21000,0.1161451889924635
8.22000,0.1180989541962382
8.23000,0.1200714958884284
8.24000,0.1220681886502312
8.25000,0.1241045042761961
8.26000,0.1261598087098426
8.27000,0.1282342378683297
8.28000,0.1303273739061390
8.29000,0.1324397580984874
8.30000,0.1345872923218328
8.31000,0.1367650445745265
8.32000,0.1389621667186647
8.33000,0.1411786953610899
8.34000,0.1434145643952261
8.35000,0.1456696753876627
8.36000,0.1479724185996634
8.37000,0.1502976150864006
8.38000,0.1526442823623752
8.39000,0.1550108889766964
8.40000,0.1573972340051601
8.41000,0.1598097855662194
8.42000,0.1622670018873993
8.43000,0.1647444068247249
8.44000,0.1672418831973010
8.45000,0.1697590711468864
8.46000,0.1722964782629554
8.47000,0.1748713173972241
8.48000,0.1774851100351736
8.49000,0.1801192188448835
8.50000,0.1827737716504922
8.51000,0.1853109442431080
8.52000,0.1878642721088403
8.53000,0.1904588944969413
8.54000,0.1930805404712656
8.55000,0.1957184136420326
8.56000,0.1983726713475219
8.57000,0.2010431510712392
8.58000,0.2037295933763198
8.59000,0.2064655345968011
8.60000,0.2092215932072151
8.61000,0.2119931273614726
8.62000,0.2147809754253476
8.63000,0.2175845401508406
8.64000,0.2204055384676130
8.65000,0.2232831090417416
8.66000,0.2261773901100754
8.67000,0.2290876419534799
8.68000,0.2320135864691870
8.69000,0.2349554270673291
8.70000,0.2379183567913229
8.71000,0.2409327398176607
8.72000,0.2439626399696575
8.73000,0.2470084963557398
8.74000,0.2500698247420070
8.75000,0.2531465952513138
8.76000,0.2562476427829748
8.77000,0.2593995592837348
8.78000,0.2625666929537289
8.79000,0.2657494018410265
8.80000,0.2689469378868445
8.81000,0.2721594623643342
8.82000,0.2753974747457203
8.83000,0.2786870894172249
8.84000,0.2819916278029725
8.85000,0.2853111641875560
8.86000,0.2886450667889907
8.87000,0.2919938369034190
8.88000,0.2953668657620118
8.89000,0.2987930928818274
8.90000,0.3022339651260059
8.91000,0.3056887949905666
8.92000,0.3091580176624047
8.93000,0.3126430591506656
8.94000,0.3161512147737595
8.95000,0.3197154633420950
8.96000,0.3232942055542667
8.97000,0.3268866409261725
8.98000,0.3304931310851998
8.99000,0.3341133659685208
9.00000,0.3377494047479733
9.01000,0.3414515515509661
9.02000,0.3451668388790769
9.03000,0.3488959035209179
9.04000,0.3526381441033472
9.05000,0.3563935536742729
9.06000,0.3601612880888260
9.07000,0.3639901493540791
9.08000,0.3678369988129662
9.09000,0.3716967345301240
9.10000,0.3755685928258105
9.11000,0.3794529836014463
9.12000,0.3833497104700195
9.13000,0.3872986330303752
9.14000,0.3912749737990099
9.15000,0.3952638308957738
9.16000,0.3992647147207206
9.17000,0.4032773406089034
9.18000,0.4073011448846351
9.19000,0.4113663505168759
9.20000,0.4154736572445619
9.21000,0.4195920065531201
9.22000,0.4237231583075190
9.23000,0.4278677582114652
9.24000,0.4320235927907583
9.25000,0.4362031826295407
9.26000,0.4404397104805977
9.27000,0.4446864661948010
9.28000,0.4489442891294861
9.29000,0.4532122812939713
9.30000,0.4574903098990971
9.31000,0.4617777720061366
9.32000,0.4661345345231036
9.33000,0.4705070379472120
9.34000,0.4748892844907222
9.35000,0.4792806659597145
9.36000,0.4836819135913759
9.37000,0.4880922106945729
9.38000,0.4925471145843531
9.39000,0.4970391458624210
9.40000,0.5015406835238753
9.41000,0.5060507583447619
9.42000,0.5105692292415192
9.43000,0.5150955881876244
9.44000,0.5196411341364132
9.45000,0.5242514449633093
9.46000,0.5288700192467722
9.47000,0.5334961555158703
9.48000,0.5381298508946086
9.49000,0.5427713987224652
9.50000,0.5474198156908984
9.51000,0.5513007695841865
9.52000,0.5551917934593946
9.53000,0.5590786809508373
9.54000,0.5629561642920790
9.55000,0.5668243320274274
9.56000,0.5706824800380027
9.57000,0.5745477088995620
9.58000,0.5784592659385287
9.59000,0.5823601647397501
9.60000,0.5862502127736683
9.61000,0.5901297484496962
9.62000,0.5939977853586557
9.63000,0.5978546040745604
9.64000,0.6017526035495142
9.65000,0.6056624655283486
9.66000,0.6095600000505772
9.67000,0.6134452119561694
9.68000,0.6173171964966025
9.69000,0.6211764982859553
9.70000,0.6250306738314028
9.71000,0.6289326925063254
9.72000,0.6328203906960027
9.73000,0.6366937526973580
9.74000,0.6405533635050616
9.75000,0.6443981940566563
